Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.8275353569195507,2.13238602134104,2.428070457779263,-13.696711388292902,3.0964193344413267,-0.6013362291015913,-2.0872305941310003,-5.498085888271062,9.518370217779603,2.5640866574516217,-4.8538915539110015,-0.46603454585039916,-6.057264785229765,1.131277072734257,3.44242199594215,-2.2849064077974073,-8.778068385196448,-4.632479090790746,2.7397880056635606,-2.78528723061919,-0.7391528929220406,1.3009320677222513,-0.47707491346105374,1.6924954548079238,0.758918272717249,-0.21858612875689984,-0.0777423981495011,0.9572710610905447,-0.3809501411615695,-0.19019592504667163,1
-0.3313289424263251,1.1647813469437933,1.6651903806100246,-8.792874922299283,-0.10990019969532305,-0.022098530154329832,-4.123642514110385,5.001918653664624,20.0072083651213,1.556466876067858,-15.101751832250859,6.672330521751376,-12.617921149304731,1.3229445410545768,-4.576835226021761,-1.503190473657652,-7.648791841122058,-24.947119756469682,3.79031621184375,2.09926105439928,1.0517889797792643,1.7004460765255895,1.6371031358699686,0.860684704363785,0.8080373309651907,0.5623940463677692,0.49968030479593195,1.3751376356172949,0.017506446650676688,0.7184129048487022,1
-1.9026225677749584,2.13238602134104,-0.4346272637444102,-30.778911431042438,-1.31327481447103,4.056779188125729,-5.77319176920948,1.0858643955925977,1.2173409411249794,0.8115654298944406,-5.457230092974383,-0.4576175106530167,-18.6837146333443,1.966458746333879,2.771959413433734,0.18380832847634987,-2.5496761488340254,-2.7143482628134246,0.09043318186452387,1.2953541325561488,0.9286580266067018,1.0832144555860657,1.974691429679346,0.6519645313723627,0.254231719909294,0.9227048935540727,0.23759592307394642,1.4131296643455622,-1.86929047595671,0.2969608446301844,1
-0.35123222336918425,-2.079089818801987,2.106001281140467,-3.1140720753813476,5.493277640163388,10.400540514971146,-2.8065005594606482,4.603044584416888,15.158665340713291,-6.58391335114188,-7.9249502883610585,6.227208690884565,-0.9468668854672226,0.7742179852658821,-3.6888519745802264,-1.156640416293249,-5.233744196860654,-3.120947549248002,0.7727719691662349,1.8539546536959777,2.1531580357937763,2.8766619784508425,0.6790968702865058,-1.0904141016602593,0.8575170210059284,0.3988985082342702,0.5119557835165893,2.8963812665146875,-0.32788048568026373,-0.06387833703204554,1
-0.5308084843371388,2.13238602134104,-0.011926072096680063,-11.950599208774094,-0.5210589968617745,5.376038972420026,-4.4563948174592065,-8.591726979762774,3.4005766005830025,-5.572751778930268,-8.246111689272901,-1.70222840135659,-13.313925150926615,1.4037058923034256,-3.1647932501519906,-0.8645372050495854,-14.1298545174931,-0.8422944369727742,3.79031621184375,0.3720667151244429,3.813707648253102,0.5429461677642319,1.5767000072619268,0.611107478327542,0.6922900430397545,0.3153479309224231,0.805926048476299,1.1693117534261301,-0.8413496457366085,0.7452008219913793,1
-1.2116294521492466,2.13238602134104,2.0665659140268806,-13.213455574692311,-1.1144020262416374,-4.624636966998617,-1.494424407106794,-11.629595838734124,2.3730895154113525,-0.9939204499633476,-3.2293948672733346,1.5340282836480925,-9.28822493213978,-0.08704396060903158,-5.906737192913089,-1.379509401349126,-9.162542370405074,-4.576043064108881,1.089780087738938,-1.704688608688706,0.4668347156474715,1.2101478188799,0.7722866458817941,3.116616491358951,0.49070566556048195,0.8579281919734759,-0.14217979501052494,1.623409744070528,-1.5343895382160353,1.342321886811837,1
-1.9026225677749584,2.13238602134104,2.7214862662805905,-2.3202803509248326,-1.31327481447103,6.4621143545687385,-4.261687452619571,-14.89105148377101,0.8847379553896102,-0.6168774486948507,-10.662264738716873,-0.8893491410068846,-6.56813605071339,2.81543981456255,-0.3795062459211209,-1.4495352657633922,-13.468340712772111,-14.118872873138137,3.665277497170816,0.41749496308058187,1.453016510816144,2.9274034527045707,1.2124808600253578,3.36398218066317,0.04836038137667786,0.7017586241571343,-0.17054872644464122,0.9909349890997667,-1.86929047595671,-0.25768939519008927,1
1.3401777011498304,-4.330898855224187,-0.49981852187740783,-12.161369983480782,6.936290832338617,-6.004443606905092,-5.77319176920948,3.1827293785158055,3.6985320521953016,-1.0369240350931208,-8.865924037350172,-0.9081116738032473,-4.156088637010015,-0.26107750381426253,-8.08302087658366,-0.5820721021528719,-13.312467817128741,-1.217033533436521,2.9980154356474102,-0.7395115981469993,0.3891843865157314,0.5217468250952215,0.8822351643683342,1.498277118233146,0.5105342866851796,0.2078418974421936,-0.5719379904640596,0.11757271971984468,-0.8362836668761864,2.8221566764143544,1
-1.7174567014389401,0.8560173362711486,0.9679048686518492,-13.980791191635543,-1.31327481447103,4.228546184593679,-4.576043125839063,-4.413840997774876,1.4159698965136365,1.8629896509290516,-5.554435082809367,4.065729281242559,-8.200766656614444,2.81543981456255,0.2094440451126065,-0.2796870059044148,-6.832032804707682,5.966967624662843,3.79031621184375,-1.5953855292175552,2.657993942638564,2.518727556869391,1.290497816319103,-0.13073329512729087,-1.2715445679832837,-0.9059090465945714,-0.1339850911264098,0.43276343768375214,-0.45794009419012693,-0.2224111297791881,1
1.5905921680617052,-2.75416997159765,4.202977652526535,-10.367975091997174,0.6633834116886723,0.5741305228088176,-3.5480607503762496,4.571530208596244,1.4981380242925781,1.778500279515731,-8.858693523153072,2.1887024471055554,1.37594135044076,1.6194175845491876,1.6007788440770996,-1.9047393873910765,-8.73314700085301,-10.512701064545563,2.1415186875838756,-0.8482018518194262,1.4873332462919266,1.6668666937243604,0.30435038506824935,0.4766398922984769,0.7794743837369236,-0.5194680143107099,0.26780450851091253,0.8722182815079641,-0.17341251602517863,-0.23607781793093574,1
